Blog	four	looking	second	here	k	reports	music	until	successful	example	want	wrong	wasn	service	project	tech	came	saying	rich	tips	best	country	asked	much	life	child	things	had	possible	right	old	o	support	happy	inside	team	along	love	fake	working	such	years	didn	investigation	internet	million	quite	open	city	future	russia	say	saw	note	take	knew	ways	going	between	roger	where	many	wants	photos	former	technology	summer	being	around	world	power	her	ad	certain	am	having	original	tv	th	case	large	small	past	full	hours	social	via	company	learn	states	its	always	found	really	research	director	major	number	obama	self	also	play	sometimes	cover	set	see	community	budget	rules	recent	person	amp	couple	d	continue	anything	link	line	posted	us	age	results	young	try	video	let	great	involved	makes	tools	next	process	high	doing	could	start	system	face	fact	bring	manchester	trying	should	hope	means	stuff	email	co	ve	off	less	web	government	five	become	places	details	monday	announced	told	word	work	order	office	then	them	network	created	another	john	away	com	speak	easy	information	photo	thanks	night	security	asking	post	months	available	way	war	update	together	guy	change	usually	live	https	car	heard	write	product	remember	still	half	down	james	year	space	shows	care	yourself	directly	than	online	price	america	only	concert	article	comes	these	media	thinking	real	read	early	using	business	aren	lot	building	since	month	very	family	put	takes	taken	site	history	tried	help	actually	event	reason	ask	american	mobile	clear	pretty	during	x	close	won	probably	both	else	lives	look	while	used	game	run	step	seeing	within	computer	russian	doesn	go	does	facebook	michael	camera	started	control	links	including	him	hands	times	data	attack	need	able	talk	based	course	she	state	key	police	problem	tuesday	party	well	lost	page	twitter	home	mdash	piece	education	stay	friends	companies	likely	even	ever	never	call	tell	room	give	point	quot	answer	president	before	personal	better	went	side	content	isn	features	mind	seen	seem	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	save	deal	dead	track	billion	daily	show	finally	did	sharing	making	may	man	maybe	nearly	nbsp	group	interesting	living	thing	think	long	little	were	especially	behind	black	morning	enough	reading	across	according	among	mark	those	different	pay	running	money	critical	videos	youtube	again	important	u	children	public	search	two	hour	share	coming	playing	through	same	good	everyone	house	hard	idea	done	least	statement	part	believe	b	build	services	find	please	simple	simply	create	meeting	understand	fun	itself	spent	spend	source	big	bit	google	often	back	giving	others	named	ago	private	account	ll	day	text	national	taking	almost	administration	thought	latest	ads	buy	minutes	special	under	every	school	would	phone	must	me	mr	keep	end	writing	each	got	free	wanted	days	already	top	too	took	though	watch	amazon	report	news	quickly	several	donald	election	everything	efforts	check	no	level	quick	says	goes	water	today	thousands	trump	needs	happened	name	turn	place	white	r	any	ideas	sure	later	federal	come	myself	someone	week	without	seems	blog	program	woman	worse	far	list	design	version	known	rather	short	might	health	feel	story	store	kind	added	nothing	his	wrote	art	intelligence	recently	c	became	questions	customers	question	called	users	once	issues	include	businesses	apple	app	use	few	women	something	united	six	instead	looks	york	conversation	which	who	why	ones	words	view	stories	job	april	perhaps	gets	percent	know	press	because	getting	own	made	whether	book
kottke.org	3	4	9	15	0	1	2	2	0	2	10	4	6	1	6	1	7	1	0	0	6	2	8	18	9	3	9	25	0	7	8	3	0	0	6	3	6	3	1	8	3	22	18	0	4	3	1	10	11	4	1	4	6	1	4	2	3	14	6	0	8	6	0	8	1	2	2	3	8	18	3	26	0	4	6	1	2	5	9	0	2	8	5	3	3	15	9	1	2	2	10	3	6	10	0	1	2	1	0	5	11	6	3	2	1	17	0	0	3	1	4	1	6	11	1	5	1	1	1	6	0	1	2	5	33	4	12	0	1	1	2	2	0	3	7	2	0	6	2	2	0	5	2	2	1	2	1	0	17	7	8	14	0	5	4	4	2	0	0	1	3	11	1	1	18	16	3	4	5	1	6	0	2	2	3	2	0	3	0	0	4	2	6	11	7	5	0	1	8	2	4	0	2	2	2	0	2	24	2	5	2	5	9	2	3	0	0	15	4	0	5	13	0	2	0	17	16	2	7	6	1	13	2	0	5	1	7	1	8	9	1	2	3	1	13	1	3	6	1	3	0	4	1	4	2	1	4	0	3	5	1	5	4	11	10	9	10	2	0	3	2	1	2	5	8	4	13	0	2	3	0	0	1	3	1	2	2	0	0	1	6	0	3	19	0	2	2	1	0	0	13	2	0	12	11	0	7	0	3	6	5	0	11	12	10	1	2	4	1	3	0	1	3	9	1	9	8	2	3	1	2	3	6	0	12	14	2	2	2	5	2	0	11	1	10	5	2	0	5	1	0	2	1	2	1	4	1	11	2	6	12	3	2	4	230	3	3	3	11	4	6	10	19	0	2	1	1	8	4	2	3	1	2	3	7	1	2	0	1	3	0	5	2	0	4	0	0	16	2	2	3	8	13	5	12	6	5	5	0	3	1	0	5	3	7	1	1	2	2	2	0	2	0	1	1	2	2	2	3	3	2	0	2	14	2	6	1	8	0	0	2	7	0	0	1	7	0	4	0	0	0	1	0	0	3	5	18	16	0	19	6	2	8	4	3	7	2	6	8	3	5	3	5	5	5	1	0	3	1	3	1	0	12	1	5	16	4	3	8	3	8	5	1	1	0	3	2	4	1	0	0	9	0	1	6	0	6	1	6	11	6	2	0	1	1	1	2	0	0	1	4	1	8	6	0	2	6	1	1	0	8	39	2	8	2	4	1	3	0	0	0	7	5	8	0	1	0	0	1	8	10	0	7	2	2	6	3	2	1	20	16	8	2	0	4	3	0	0	6	3	0	17	0	9	7	6	10	1	9
O'Reilly Radar	10	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0
Little Green Footballs	3	0	1	11	3	0	9	1	0	1	1	0	0	1	0	0	3	3	5	0	0	0	3	1	0	2	0	10	2	7	3	13	3	2	1	4	0	2	4	2	1	1	1	13	4	0	0	2	0	4	13	3	1	3	7	4	0	10	1	1	8	1	0	0	5	0	0	8	1	3	0	1	0	0	2	2	0	0	0	5	0	1	2	2	0	1	0	3	0	4	2	1	3	3	0	5	1	1	1	0	3	3	0	0	3	3	0	0	0	0	2	1	0	4	2	3	0	2	0	9	1	0	1	0	6	4	5	0	3	0	0	1	1	2	4	1	0	2	1	0	0	2	1	1	0	0	2	6	2	3	1	0	1	1	0	0	2	0	0	5	3	1	2	3	5	6	0	0	4	1	1	32	0	0	10	2	0	3	2	3	6	2	5	6	0	4	1	2	0	0	1	21	0	2	0	0	1	3	1	2	5	3	0	3	1	1	2	9	0	0	0	4	4	4	1	8	7	0	2	3	0	1	1	0	3	1	3	1	6	0	2	0	1	2	4	0	1	4	0	0	3	9	0	2	1	4	0	1	1	2	1	1	0	2	2	2	0	0	0	0	3	0	11	0	1	1	5	9	1	1	0	0	3	11	2	3	0	0	1	0	2	0	2	2	5	2	0	1	3	3	3	3	1	11	4	8	3	1	6	1	0	0	5	3	2	0	2	0	1	2	0	1	17	1	1	1	0	0	0	1	0	0	1	0	4	12	2	2	3	12	0	0	1	4	1	2	1	2	4	1	1	1	1	0	2	4	0	5	2	1	15	6	1	0	0	2	1	0	1	1	5	1	6	2	2	13	1	0	0	0	6	2	0	3	0	0	1	3	1	0	20	1	0	4	3	3	0	3	0	1	2	1	4	3	7	2	15	1	1	0	3	1	1	0	6	0	0	2	1	0	2	0	4	1	1	0	0	0	3	4	2	2	2	8	2	1	0	1	0	2	1	2	0	3	1	0	1	2	2	0	2	0	5	5	1	0	0	0	1	14	9	1	2	1	1	4	0	1	1	3	0	1	3	1	0	3	2	21	3	1	9	4	1	0	2	10	1	0	5	1	0	10	0	66	0	2	0	1	4	19	3	1	0	1	1	0	3	1	4	7	1	0	0	3	0	3	9	5	0	0	0	0	2	0	0	0	6	2	1	3	0	35	1	0	5	1	8	0	2	0	3	6	0	1	0	1	0	4	0	1	0	0	2	3	0	0	1	3	4	6	19	0	0	0	1	0	6	2	1	0	0	1	1	8	3	3	11	0	0
MetaFilter	1	0	1	1	0	0	2	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	1	3	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	1	0	1	0	1	0	0	2	0	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	0	1	1	0	1	2	0	1	0	1	2	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	2	1	0	0	0	1	2	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	2	2	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0
ReadWrite	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	3	5	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	1	0	1	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	7	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	2	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	1	0	2	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Lifehack	0	0	0	0	2	0	0	0	4	0	6	1	0	0	0	0	0	0	2	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	3	3	0	0	2	0	0	3	0	2	0	0	2	2	0	2	1	0	2	1	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	4	0	0	0	16	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	6	2	1	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	6	0	2	0	0	1	0	20	0	0	6	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	2	1	4	0	1	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	2	2	0	0	3	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	2	0	0	1	0	0	5	0	3	0	2	0	1	0
Lifehacker	1	0	1	2	0	0	0	0	0	0	4	1	0	2	0	0	1	0	0	2	6	0	0	0	1	0	3	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	3	1	0	0	0	0	0	0	0	8	0	2	0	1	0	1	0	0	1	0	0	0	3	1	1	1	0	1	1	0	0	0	1	2	0	0	0	1	0	1	0	0	1	1	0	0	0	3	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	1	0	0	1	0	1	0	1	0	0	0	0	0	7	2	2	2	0	0	0	0	0	1	0	0	0	2	2	0	1	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	1	1	0	0	0	2	0	1	0	4	0	4	0	2	0	4	2	2	0	3	1	0	0	2	0	0	0	25	0	3	1	1	0	0	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	3	0	0	1	1	0	1	0	3	0	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	1	4	2	2	0	1	0	1	0	0	0	0	0	0	2	0	0	1	3	0	0	1	0	2	2	1	0	1	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	1	2	0	0	0	3	0	1	1	0	0	0	1	0	0	2	1	2	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	1	0	0	0	1	0	1	0	2	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	2	0	0	1	0	2	2	1	2	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	1	3	2	0	1	0	0	1	0	2	3	4	1	0	0	0	0	0	1	0	1	1	0	0	0	0	2	5	0	0	3	0	2	2	0	1	0	5	0	1	0	0	1	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	1	1	0	1	0	2	0	4	1	1	0	0	0	2	0	0	0	2	1	2	1	0	0	0	0	0	0	0	2	2	0	2	0	1	1	0	0
Google Operating System	0	0	0	7	0	1	0	0	0	7	3	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	1	2	0	1	4	0	2	0	1	1	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	1	1	4	0	1	4	0	6	0	1	0	0	2	2	1	0	2	2	0	0	1	2	1	0	0	0	0	2	0	0	2	0	0	0	3	1	4	1	1	0	0	0	0	0	9	4	0	0	1	4	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	9	0	3	3	1	1	0	2	5	5	0	4	0	0	1	5	0	1	1	0	0	1	1	1	0	1	0	5	2	0	3	0	0	2	4	0	0	0	0	1	0	0	0	3	3	3	0	4	0	0	2	0	1	1	2	0	2	2	0	1	0	3	1	0	0	0	0	3	0	2	0	0	0	0	2	0	5	0	5	0	2	0	18	1	0	1	5	0	0	0	10	0	0	1	3	0	0	1	1	1	5	0	2	1	0	2	1	2	0	0	0	0	4	1	1	1	1	0	1	1	0	9	2	2	0	1	0	1	1	2	0	0	3	5	0	2	0	0	0	1	0	0	2	7	0	0	0	2	2	1	1	4	0	1	0	1	0	2	2	0	1	0	0	0	0	2	0	0	0	2	0	10	0	6	0	0	0	1	0	0	0	4	0	2	0	0	0	0	3	0	1	0	0	0	1	0	0	2	0	4	1	0	2	3	3	1	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	2	0	2	0	3	0	0	1	2	0	0	11	0	3	2	0	0	5	1	0	0	0	0	0	0	0	0	2	0	0	3	9	0	1	0	0	5	13	2	2	0	0	1	53	0	0	3	0	2	0	3	0	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	108	1	4	0	1	0	0	1	4	7	3	4	0	1	0	0	0	2	1	0	0	3	0	1	1	0	0	1	1	0	1	1	0	4	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	6	1	0	0	0	1	1	0	0	1	0	2	5	3	0	0	3	0	1	1	0	0	0	0	0	0	1	2	2	1	0	0	7	1	3	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	2	1	0	1	0	3	4	3	0	0	1	0	0	9	7	1	1	2	0	0	0	3	0	0	12	1	1	0	0	1	0	0	2	0	1	0	4	1	2	0	2	0	2	0
ShoeMoney	0	0	0	2	2	0	0	1	1	0	0	0	1	0	1	0	1	0	0	3	2	0	0	0	1	0	2	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	1	0	1	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	1	0	0	1	0	0	3	2	0	0	0	0	0	0	1	1	0	1	6	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	0	0	1	0	0	0	1	2	0	3	0	0	0	7	0	0	0	1	5	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0	0	0	2	0	3	0	1	0	2	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	5	0	1	0	0	1	3	0	1	2	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	2	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	2	1	1	4	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	2	1	0	0	0	0	1	0	0	0	3	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	3
Make: DIY Projects and Ideas for Makers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
